Source,Target,Weight
Somalia,Tanzania,1
Somalia,Kazakhstan,1
Somalia,Bosnia-Herzegovina,1
Somalia,Cameroon,1
Somalia,Kyrgyzstan,1
Somalia,Mozambique,1
Somalia,Canada,1
Somalia,Maldives,1
Somalia,South Africa,1
Somalia,Ukraine,1
Somalia,Albania,1
Somalia,Sri Lanka,1
Bangladesh,Russia,2
Bangladesh,Burkina Faso,1
Bangladesh,Kenya,1
Bangladesh,Switzerland,1
Bangladesh,Afghanistan,2
Bangladesh,Central African Republic,1
Bangladesh,Thailand,2
Bangladesh,Indonesia,1
Bangladesh,Germany,1
Bangladesh,Nigeria,1
Bangladesh,Myanmar,1
Bangladesh,Tanzania,1
Bangladesh,Australia,1
Bangladesh,Kazakhstan,1
Bangladesh,Bosnia-Herzegovina,1
Bangladesh,Cameroon,1
Bangladesh,Kyrgyzstan,1
Bangladesh,Bahrain,2
Bangladesh,Mozambique,1
Bangladesh,Canada,1
Bangladesh,Maldives,1
Bangladesh,South Africa,1
Bangladesh,Ukraine,1
Bangladesh,Albania,1
Bangladesh,Sri Lanka,1
Russia,Burkina Faso,1
Russia,Kenya,1
Russia,Switzerland,1
Russia,Afghanistan,2
Russia,Central African Republic,1
Russia,Thailand,2
Russia,Nigeria,1
Russia,Myanmar,1
Russia,Tanzania,1
Russia,Kazakhstan,1
Russia,Bosnia-Herzegovina,1
Russia,Cameroon,1
Russia,Kyrgyzstan,1
Russia,Mozambique,1
Russia,Canada,1
Russia,Maldives,1
Russia,South Africa,1
Russia,Ukraine,1
Russia,Albania,1
Russia,Sri Lanka,1
Burkina Faso,Kenya,1
Burkina Faso,Switzerland,1
Burkina Faso,Afghanistan,1
Burkina Faso,Central African Republic,1
Burkina Faso,Thailand,1
Burkina Faso,Indonesia,1
Burkina Faso,Germany,1
Burkina Faso,Nigeria,2
Burkina Faso,Myanmar,1
Burkina Faso,Tanzania,1
Burkina Faso,Australia,1
Burkina Faso,Kazakhstan,1
Burkina Faso,Bosnia-Herzegovina,1
Burkina Faso,Cameroon,1
Burkina Faso,Kyrgyzstan,1
Burkina Faso,Bahrain,1
Burkina Faso,Mozambique,1
Burkina Faso,Canada,1
Burkina Faso,Maldives,1
Burkina Faso,South Africa,1
Burkina Faso,Ukraine,1
Burkina Faso,Albania,1
Burkina Faso,Sri Lanka,1
Kenya,Switzerland,2
Kenya,Afghanistan,1
Kenya,Central African Republic,1
Kenya,Thailand,1
Kenya,Indonesia,1
Kenya,Germany,1
Kenya,Nigeria,2
Kenya,Myanmar,1
Kenya,Tanzania,1
Kenya,Australia,1
Kenya,Kazakhstan,1
Kenya,Bosnia-Herzegovina,1
Kenya,Cameroon,1
Kenya,Kyrgyzstan,1
Kenya,Bahrain,1
Kenya,Mozambique,1
Kenya,Canada,1
Kenya,Maldives,1
Kenya,South Africa,1
Kenya,Ukraine,1
Kenya,Albania,1
Kenya,Sri Lanka,1
Switzerland,Afghanistan,1
Switzerland,Central African Republic,1
Switzerland,Thailand,1
Switzerland,Indonesia,1
Switzerland,Nigeria,1
Switzerland,Myanmar,1
Switzerland,Tanzania,1
Switzerland,Australia,2
Switzerland,Kazakhstan,1
Switzerland,Bosnia-Herzegovina,1
Switzerland,Cameroon,1
Switzerland,Kyrgyzstan,1
Switzerland,Bahrain,1
Switzerland,Mozambique,1
Switzerland,Canada,1
Switzerland,Maldives,1
Switzerland,South Africa,1
Switzerland,Ukraine,1
Switzerland,Albania,1
Switzerland,Sri Lanka,1
Afghanistan,Central African Republic,1
Afghanistan,Thailand,2
Afghanistan,Indonesia,1
Afghanistan,Germany,1
Afghanistan,Nigeria,1
Afghanistan,Myanmar,1
Afghanistan,Tanzania,1
Afghanistan,Australia,1
Afghanistan,Kazakhstan,1
Afghanistan,Bosnia-Herzegovina,1
Afghanistan,Cameroon,1
Afghanistan,Kyrgyzstan,1
Afghanistan,Bahrain,2
Afghanistan,Mozambique,1
Afghanistan,Canada,1
Afghanistan,Maldives,1
Afghanistan,South Africa,1
Afghanistan,Ukraine,1
Afghanistan,Albania,1
Afghanistan,Sri Lanka,1
Central African Republic,Thailand,1
Central African Republic,Indonesia,1
Central African Republic,Germany,1
Central African Republic,Nigeria,1
Central African Republic,Myanmar,1
Central African Republic,Tanzania,1
Central African Republic,Australia,1
Central African Republic,Kazakhstan,1
Central African Republic,Bosnia-Herzegovina,1
Central African Republic,Cameroon,1
Central African Republic,Kyrgyzstan,1
Central African Republic,Bahrain,1
Central African Republic,Mozambique,1
Central African Republic,Canada,1
Central African Republic,Maldives,1
Central African Republic,South Africa,1
Central African Republic,Ukraine,1
Central African Republic,Albania,1
Central African Republic,Sri Lanka,1
Thailand,Indonesia,1
Thailand,Germany,1
Thailand,Nigeria,1
Thailand,Myanmar,1
Thailand,Tanzania,1
Thailand,Australia,1
Thailand,Kazakhstan,1
Thailand,Bosnia-Herzegovina,1
Thailand,Cameroon,1
Thailand,Kyrgyzstan,1
Thailand,Bahrain,3
Thailand,Mozambique,1
Thailand,Canada,1
Thailand,Maldives,1
Thailand,South Africa,1
Thailand,Ukraine,1
Thailand,Albania,1
Thailand,Sri Lanka,1
Indonesia,Nigeria,1
Indonesia,Myanmar,1
Indonesia,Tanzania,1
Indonesia,Kazakhstan,1
Indonesia,Bosnia-Herzegovina,1
Indonesia,Cameroon,1
Indonesia,Kyrgyzstan,1
Indonesia,Mozambique,1
Indonesia,Canada,1
Indonesia,Maldives,1
Indonesia,South Africa,1
Indonesia,Ukraine,1
Indonesia,Albania,1
Indonesia,Sri Lanka,1
Germany,Nigeria,1
Germany,Myanmar,1
Germany,Tanzania,1
Germany,Kazakhstan,1
Germany,Bosnia-Herzegovina,1
Germany,Cameroon,1
Germany,Kyrgyzstan,1
Germany,Mozambique,1
Germany,Canada,1
Germany,Maldives,1
Germany,South Africa,1
Germany,Ukraine,1
Germany,Albania,1
Germany,Sri Lanka,1
Nigeria,Myanmar,1
Nigeria,Tanzania,1
Nigeria,Australia,1
Nigeria,Kazakhstan,1
Nigeria,Bosnia-Herzegovina,1
Nigeria,Cameroon,1
Nigeria,Kyrgyzstan,1
Nigeria,Bahrain,1
Nigeria,Mozambique,1
Nigeria,Canada,1
Nigeria,Maldives,1
Nigeria,South Africa,1
Nigeria,Ukraine,1
Nigeria,Albania,1
Nigeria,Sri Lanka,1
Myanmar,Tanzania,1
Myanmar,Australia,1
Myanmar,Kazakhstan,1
Myanmar,Bosnia-Herzegovina,1
Myanmar,Cameroon,1
Myanmar,Kyrgyzstan,1
Myanmar,Bahrain,1
Myanmar,Mozambique,1
Myanmar,Canada,1
Myanmar,Maldives,1
Myanmar,South Africa,1
Myanmar,Ukraine,1
Myanmar,Albania,1
Myanmar,Sri Lanka,1
Tanzania,Australia,1
Tanzania,Kazakhstan,1
Tanzania,Bosnia-Herzegovina,1
Tanzania,Cameroon,1
Tanzania,Kyrgyzstan,1
Tanzania,Bahrain,1
Tanzania,Mozambique,1
Tanzania,Canada,1
Tanzania,Maldives,1
Tanzania,South Africa,1
Tanzania,Ukraine,1
Tanzania,Albania,1
Tanzania,Sri Lanka,1
Australia,Kazakhstan,1
Australia,Bosnia-Herzegovina,1
Australia,Cameroon,1
Australia,Kyrgyzstan,1
Australia,Mozambique,1
Australia,Canada,1
Australia,Maldives,1
Australia,South Africa,1
Australia,Ukraine,1
Australia,Albania,1
Australia,Sri Lanka,1
Kazakhstan,Bosnia-Herzegovina,1
Kazakhstan,Cameroon,1
Kazakhstan,Kyrgyzstan,1
Kazakhstan,Bahrain,1
Kazakhstan,Mozambique,1
Kazakhstan,Canada,1
Kazakhstan,Maldives,1
Kazakhstan,South Africa,1
Kazakhstan,Ukraine,1
Kazakhstan,Albania,1
Kazakhstan,Sri Lanka,1
Bosnia-Herzegovina,Cameroon,1
Bosnia-Herzegovina,Kyrgyzstan,1
Bosnia-Herzegovina,Bahrain,1
Bosnia-Herzegovina,Mozambique,1
Bosnia-Herzegovina,Canada,1
Bosnia-Herzegovina,Maldives,1
Bosnia-Herzegovina,South Africa,1
Bosnia-Herzegovina,Ukraine,1
Bosnia-Herzegovina,Albania,1
Bosnia-Herzegovina,Sri Lanka,1
Cameroon,Kyrgyzstan,1
Cameroon,Bahrain,1
Cameroon,Mozambique,1
Cameroon,Canada,1
Cameroon,Maldives,1
Cameroon,South Africa,1
Cameroon,Ukraine,1
Cameroon,Albania,1
Cameroon,Sri Lanka,1
Kyrgyzstan,Bahrain,1
Kyrgyzstan,Mozambique,1
Kyrgyzstan,Canada,1
Kyrgyzstan,Maldives,1
Kyrgyzstan,South Africa,1
Kyrgyzstan,Ukraine,1
Kyrgyzstan,Albania,1
Kyrgyzstan,Sri Lanka,1
Bahrain,Mozambique,1
Bahrain,Canada,1
Bahrain,Maldives,1
Bahrain,South Africa,1
Bahrain,Ukraine,1
Bahrain,Albania,1
Bahrain,Sri Lanka,1
Mozambique,Canada,1
Mozambique,Maldives,1
Mozambique,South Africa,1
Mozambique,Ukraine,1
Mozambique,Albania,1
Mozambique,Sri Lanka,1
Canada,Maldives,1
Canada,South Africa,1
Canada,Ukraine,1
Canada,Albania,1
Canada,Sri Lanka,1
Maldives,South Africa,1
Maldives,Ukraine,1
Maldives,Albania,1
Maldives,Sri Lanka,1
South Africa,Ukraine,1
South Africa,Albania,1
South Africa,Sri Lanka,1
Ukraine,Albania,1
Ukraine,Sri Lanka,1
Albania,Sri Lanka,1
Syria,Argentina,1
Syria,Niger,1
Syria,Bulgaria,1
Syria,Cyprus,2
Turkey,Argentina,1
Turkey,Niger,2
Turkey,Bulgaria,1
Turkey,Cyprus,2
Egypt,Argentina,1
Egypt,Greece,2
Egypt,Niger,2
Egypt,Bulgaria,1
Egypt,Cyprus,2
Egypt,Denmark,1
Israel,Argentina,1
Israel,Greece,5
Israel,Niger,1
Israel,Bulgaria,1
Israel,Cyprus,3
Israel,Denmark,1
Lebanon,Argentina,1
Lebanon,Greece,5
Lebanon,Niger,2
Lebanon,Bulgaria,1
Lebanon,Cyprus,3
Lebanon,Denmark,1
Iran,Argentina,1
Iran,Niger,1
Iran,Bulgaria,1
Iran,Cyprus,1
Saudi Arabia,Argentina,1
Saudi Arabia,Greece,1
Saudi Arabia,Niger,1
Saudi Arabia,Bulgaria,1
Saudi Arabia,Cyprus,1
Saudi Arabia,Denmark,1
France,Argentina,1
France,Niger,1
France,Bulgaria,1
France,Cyprus,3
Argentina,Greece,1
Argentina,Tunisia,1
Argentina,Niger,1
Argentina,Kuwait,1
Argentina,Spain,1
Argentina,Thailand,1
Argentina,Bulgaria,1
Argentina,Cyprus,1
Argentina,Denmark,1
Argentina,Bahrain,1
Greece,Tunisia,1
Greece,Niger,1
Greece,Kuwait,3
Greece,Spain,2
Greece,Thailand,1
Greece,Bulgaria,1
Greece,Cyprus,2
Greece,Bahrain,1
Tunisia,Niger,2
Tunisia,Bulgaria,1
Tunisia,Cyprus,1
Tunisia,Denmark,1
Niger,Kuwait,1
Niger,Spain,1
Niger,Thailand,2
Niger,Bulgaria,1
Niger,Cyprus,1
Niger,Denmark,1
Niger,Bahrain,2
Kuwait,Bulgaria,1
Kuwait,Cyprus,3
Kuwait,Denmark,1
Spain,Bulgaria,1
Spain,Cyprus,2
Spain,Denmark,1
Thailand,Bulgaria,1
Thailand,Cyprus,1
Thailand,Denmark,1
Bulgaria,Cyprus,1
Bulgaria,Denmark,1
Bulgaria,Bahrain,1
Cyprus,Denmark,1
Cyprus,Bahrain,1
Denmark,Bahrain,1
Iraq,Niger,1
Algeria,Niger,2
Algeria,Austria,3
Egypt,Austria,3
Lebanon,Austria,5
Pakistan,Niger,1
Pakistan,Austria,3
Niger,Jordan,1
Niger,United States,1
Niger,Somalia,1
Niger,Bangladesh,1
Niger,Russia,1
Niger,Afghanistan,1
Niger,Austria,1
Jordan,Austria,5
United States,Austria,4
Somalia,Austria,1
Bangladesh,Austria,1
Russia,Austria,1
Afghanistan,Austria,1
Austria,Thailand,1
Austria,Bahrain,1
Algeria,Morocco,1
Algeria,Mauritania,2
Algeria,Ivory Coast,1
Libya,Morocco,1
Libya,Niger,1
Libya,Mauritania,1
Libya,Ivory Coast,1
Mali,Morocco,1
Mali,Niger,1
Mali,Mauritania,2
Mali,Ivory Coast,1
Morocco,Tunisia,1
Morocco,Niger,1
Morocco,Burkina Faso,1
Morocco,Mauritania,2
Morocco,Ivory Coast,1
Morocco,Nigeria,1
Tunisia,Mauritania,1
Tunisia,Ivory Coast,1
Niger,Burkina Faso,1
Niger,Mauritania,1
Niger,Ivory Coast,1
Niger,Nigeria,1
Burkina Faso,Mauritania,1
Burkina Faso,Ivory Coast,1
Mauritania,Ivory Coast,1
Mauritania,Nigeria,1
Ivory Coast,Nigeria,1
Syria,United Arab Emirates,2
Syria,Paraguay,1
Syria,Qatar,1
Turkey,United Arab Emirates,1
Turkey,Paraguay,1
Turkey,Qatar,1
Egypt,United Arab Emirates,3
Egypt,Italy,2
Egypt,Paraguay,1
Egypt,Qatar,1
Israel,United Arab Emirates,3
Israel,Italy,3
Israel,Austria,4
Israel,Paraguay,1
Israel,Qatar,1
Lebanon,United Arab Emirates,3
Lebanon,Italy,3
Lebanon,Paraguay,1
Lebanon,Qatar,1
West Bank and Gaza Strip,United Arab Emirates,2
West Bank and Gaza Strip,Italy,3
West Bank and Gaza Strip,Austria,4
West Bank and Gaza Strip,Cyprus,2
West Bank and Gaza Strip,Paraguay,1
West Bank and Gaza Strip,Qatar,1
France,Paraguay,1
France,Qatar,1
Pakistan,United Arab Emirates,3
Pakistan,Italy,2
Pakistan,Cyprus,1
Pakistan,Paraguay,1
Pakistan,Qatar,1
Jordan,United Arab Emirates,3
Jordan,Italy,3
Jordan,Cyprus,2
Jordan,Paraguay,1
Jordan,Qatar,1
Belgium,United Arab Emirates,1
Belgium,Cyprus,1
Belgium,Paraguay,1
Belgium,Qatar,1
Kuwait,United Arab Emirates,1
Kuwait,Italy,2
Kuwait,Austria,3
Kuwait,Paraguay,1
Kuwait,Qatar,1
Spain,United Arab Emirates,2
Spain,Italy,2
Spain,Austria,2
Spain,Paraguay,1
Spain,Qatar,1
United States,Italy,2
United States,Cyprus,2
United States,Paraguay,1
United States,Qatar,1
United Arab Emirates,India,1
United Arab Emirates,Italy,2
United Arab Emirates,Austria,2
United Arab Emirates,Cyprus,1
United Arab Emirates,Paraguay,1
United Arab Emirates,Qatar,1
India,Italy,1
India,Austria,1
India,Cyprus,1
India,Paraguay,1
India,Qatar,1
United Kingdom,Cyprus,1
United Kingdom,Paraguay,1
United Kingdom,Qatar,1
Italy,Cyprus,1
Italy,Paraguay,1
Italy,Qatar,1
Austria,Cyprus,2
Austria,Paraguay,1
Austria,Qatar,1
Cyprus,Paraguay,1
Cyprus,Qatar,1
Paraguay,Qatar,1
Lebanon,Norway,1
Spain,Norway,1
United States,Norway,1
Egypt,Ethiopia,1
Egypt,Croatia,1
Ethiopia,Croatia,1
Iraq,United Arab Emirates,1
Iraq,Portugal,1
Syria,Portugal,1
Algeria,Greece,2
Algeria,United Arab Emirates,1
Algeria,Italy,2
Algeria,Netherlands,2
Algeria,Portugal,1
Egypt,Netherlands,1
Egypt,Portugal,1
Israel,Netherlands,3
Israel,Portugal,1
Lebanon,Netherlands,2
Lebanon,Portugal,1
West Bank and Gaza Strip,Greece,4
West Bank and Gaza Strip,Netherlands,3
West Bank and Gaza Strip,Portugal,1
France,Portugal,1
Pakistan,Greece,1
Pakistan,Netherlands,1
Pakistan,Portugal,1
Greece,Jordan,3
Greece,United Arab Emirates,1
Greece,Portugal,1
Jordan,Netherlands,2
Jordan,Portugal,1
Spain,Netherlands,1
Spain,Portugal,1
United Arab Emirates,Netherlands,1
United Arab Emirates,Portugal,1
United Kingdom,Portugal,1
Italy,Portugal,1
Austria,Portugal,1
Netherlands,Portugal,1
Greece,United States,2
Greece,Australia,1
Switzerland,Cyprus,1
Austria,Australia,1
Australia,Cyprus,1
India,Malaysia,1
Greece,Kenya,1
Kuwait,Netherlands,1
United States,Netherlands,1
Kenya,Italy,1
Kenya,Austria,1
Kenya,Netherlands,1
France,Morocco,1
France,Mauritania,1
France,Western Sahara,1
Morocco,Spain,1
Morocco,Western Sahara,1
Spain,Mauritania,1
Spain,Western Sahara,1
Mauritania,Western Sahara,1
Iraq,Sudan,1
Yemen,Sudan,1
Libya,Sudan,1
Pakistan,Sudan,1
India,Sudan,1
Sudan,Kenya,1
Sudan,Nigeria,1
Syria,China,1
China,Kyrgyzstan,1
