Source,Target,Weight
Lebanon,Cambodia,2
Lebanon,Jamaica,1
Lebanon,Somalia,1
Lebanon,Haiti,1
Lebanon,Tajikistan,1
Lebanon,Bangladesh,1
Lebanon,Thailand,2
Lebanon,Kazakhstan,1
Lebanon,Mozambique,1
Lebanon,Georgia,1
Lebanon,Central African Republic,1
Lebanon,Ukraine,1
Lebanon,Turkmenistan,1
Lebanon,Tanzania,2
Lebanon,Yemen,1
Israel,Afghanistan,1
Israel,Sri Lanka,1
Israel,West Bank and Gaza Strip,1
Israel,Zimbabwe,1
Israel,Nigeria,1
Israel,Guyana,1
Israel,Costa Rica,1
Israel,Laos,1
Israel,Kosovo,1
Israel,Cambodia,2
Israel,Jamaica,1
Israel,Somalia,1
Israel,Haiti,1
Israel,Tajikistan,1
Israel,Bangladesh,1
Israel,Thailand,2
Israel,Kazakhstan,1
Israel,Mozambique,1
Israel,Georgia,1
Israel,Central African Republic,1
Israel,Ukraine,1
Israel,Turkmenistan,1
Israel,Tanzania,1
Israel,Yemen,1
Afghanistan,Sri Lanka,1
Afghanistan,West Bank and Gaza Strip,1
Afghanistan,Zimbabwe,1
Afghanistan,Nigeria,1
Afghanistan,Guyana,1
Afghanistan,Costa Rica,1
Afghanistan,Laos,1
Afghanistan,Kosovo,1
Afghanistan,Cambodia,1
Afghanistan,Jamaica,1
Afghanistan,Somalia,1
Afghanistan,Haiti,1
Afghanistan,Tajikistan,1
Afghanistan,Bangladesh,1
Afghanistan,Thailand,1
Afghanistan,Kazakhstan,1
Afghanistan,Mozambique,1
Afghanistan,Georgia,1
Afghanistan,Central African Republic,1
Afghanistan,Ukraine,1
Afghanistan,Turkmenistan,1
Afghanistan,Tanzania,1
Afghanistan,Yemen,1
Sri Lanka,West Bank and Gaza Strip,1
Sri Lanka,Zimbabwe,1
Sri Lanka,Nigeria,1
Sri Lanka,Guyana,1
Sri Lanka,Costa Rica,1
Sri Lanka,Laos,1
Sri Lanka,Kosovo,1
Sri Lanka,Cambodia,1
Sri Lanka,Jamaica,1
Sri Lanka,Somalia,1
Sri Lanka,Haiti,1
Sri Lanka,Tajikistan,1
Sri Lanka,Bangladesh,1
Sri Lanka,Thailand,1
Sri Lanka,Kazakhstan,1
Sri Lanka,Mozambique,1
Sri Lanka,Georgia,1
Sri Lanka,Central African Republic,1
Sri Lanka,Ukraine,1
Sri Lanka,Turkmenistan,1
Sri Lanka,Tanzania,1
Sri Lanka,Yemen,1
West Bank and Gaza Strip,Zimbabwe,1
West Bank and Gaza Strip,Nigeria,1
West Bank and Gaza Strip,Guyana,1
West Bank and Gaza Strip,Costa Rica,1
West Bank and Gaza Strip,Laos,1
West Bank and Gaza Strip,Kosovo,1
West Bank and Gaza Strip,Cambodia,1
West Bank and Gaza Strip,Jamaica,1
West Bank and Gaza Strip,Somalia,1
West Bank and Gaza Strip,Haiti,1
West Bank and Gaza Strip,Tajikistan,1
West Bank and Gaza Strip,Bangladesh,1
West Bank and Gaza Strip,Thailand,1
West Bank and Gaza Strip,Kazakhstan,1
West Bank and Gaza Strip,Mozambique,1
West Bank and Gaza Strip,Georgia,1
West Bank and Gaza Strip,Central African Republic,1
West Bank and Gaza Strip,Ukraine,1
West Bank and Gaza Strip,Turkmenistan,1
West Bank and Gaza Strip,Tanzania,1
West Bank and Gaza Strip,Yemen,1
Zimbabwe,Nigeria,1
Zimbabwe,Guyana,1
Zimbabwe,Costa Rica,1
Zimbabwe,Laos,1
Zimbabwe,Kosovo,1
Zimbabwe,Cambodia,1
Zimbabwe,Jamaica,2
Zimbabwe,Somalia,1
Zimbabwe,Haiti,1
Zimbabwe,Tajikistan,1
Zimbabwe,Bangladesh,1
Zimbabwe,Thailand,1
Zimbabwe,Kazakhstan,1
Zimbabwe,Mozambique,1
Zimbabwe,Georgia,1
Zimbabwe,Central African Republic,1
Zimbabwe,Ukraine,1
Zimbabwe,Turkmenistan,1
Zimbabwe,Tanzania,1
Zimbabwe,Yemen,1
Nigeria,Guyana,1
Nigeria,Costa Rica,1
Nigeria,Laos,1
Nigeria,Kosovo,1
Nigeria,Cambodia,1
Nigeria,Jamaica,1
Nigeria,Somalia,1
Nigeria,Haiti,1
Nigeria,Tajikistan,1
Nigeria,Bangladesh,1
Nigeria,Thailand,1
Nigeria,Kazakhstan,1
Nigeria,Mozambique,1
Nigeria,Georgia,1
Nigeria,Central African Republic,1
Nigeria,Ukraine,1
Nigeria,Turkmenistan,1
Nigeria,Tanzania,1
Nigeria,Yemen,1
Guyana,Costa Rica,1
Guyana,Laos,1
Guyana,Kosovo,1
Guyana,Cambodia,1
Guyana,Jamaica,1
Guyana,Somalia,1
Guyana,Haiti,1
Guyana,Tajikistan,1
Guyana,Bangladesh,1
Guyana,Thailand,1
Guyana,Kazakhstan,1
Guyana,Mozambique,1
Guyana,Georgia,1
Guyana,Central African Republic,1
Guyana,Ukraine,1
Guyana,Turkmenistan,1
Guyana,Tanzania,1
Guyana,Yemen,1
Costa Rica,Laos,1
Costa Rica,Kosovo,1
Costa Rica,Cambodia,1
Costa Rica,Jamaica,1
Costa Rica,Somalia,1
Costa Rica,Haiti,1
Costa Rica,Tajikistan,1
Costa Rica,Bangladesh,1
Costa Rica,Thailand,1
Costa Rica,Kazakhstan,1
Costa Rica,Mozambique,1
Costa Rica,Georgia,1
Costa Rica,Central African Republic,1
Costa Rica,Ukraine,1
Costa Rica,Turkmenistan,1
Costa Rica,Tanzania,1
Costa Rica,Yemen,1
Laos,Kosovo,1
Laos,Cambodia,1
Laos,Jamaica,1
Laos,Somalia,1
Laos,Haiti,1
Laos,Tajikistan,1
Laos,Bangladesh,1
Laos,Thailand,1
Laos,Kazakhstan,1
Laos,Mozambique,1
Laos,Georgia,1
Laos,Central African Republic,1
Laos,Ukraine,1
Laos,Turkmenistan,1
Laos,Tanzania,1
Laos,Yemen,1
Kosovo,Cambodia,1
Kosovo,Jamaica,1
Kosovo,Somalia,1
Kosovo,Haiti,1
Kosovo,Tajikistan,1
Kosovo,Bangladesh,1
Kosovo,Thailand,1
Kosovo,Kazakhstan,1
Kosovo,Mozambique,1
Kosovo,Georgia,1
Kosovo,Central African Republic,1
Kosovo,Ukraine,1
Kosovo,Turkmenistan,1
Kosovo,Tanzania,1
Kosovo,Yemen,1
Cambodia,Jamaica,1
Cambodia,Somalia,1
Cambodia,Haiti,1
Cambodia,Tajikistan,1
Cambodia,Bangladesh,1
Cambodia,Thailand,2
Cambodia,Kazakhstan,1
Cambodia,Mozambique,1
Cambodia,Georgia,1
Cambodia,Central African Republic,1
Cambodia,Ukraine,1
Cambodia,Turkmenistan,1
Cambodia,Tanzania,1
Cambodia,Yemen,1
Jamaica,Somalia,1
Jamaica,Haiti,1
Jamaica,Tajikistan,1
Jamaica,Bangladesh,1
Jamaica,Thailand,1
Jamaica,Kazakhstan,1
Jamaica,Mozambique,1
Jamaica,Georgia,1
Jamaica,Central African Republic,1
Jamaica,Ukraine,1
Jamaica,Turkmenistan,1
Jamaica,Tanzania,1
Jamaica,Yemen,1
Somalia,Haiti,1
Somalia,Tajikistan,1
Somalia,Bangladesh,1
Somalia,Thailand,1
Somalia,Kazakhstan,1
Somalia,Mozambique,1
Somalia,Georgia,1
Somalia,Central African Republic,1
Somalia,Ukraine,1
Somalia,Turkmenistan,1
Somalia,Tanzania,1
Somalia,Yemen,1
Haiti,Tajikistan,1
Haiti,Bangladesh,1
Haiti,Thailand,1
Haiti,Kazakhstan,1
Haiti,Mozambique,1
Haiti,Georgia,1
Haiti,Central African Republic,1
Haiti,Ukraine,1
Haiti,Turkmenistan,1
Haiti,Tanzania,1
Haiti,Yemen,1
Tajikistan,Bangladesh,1
Tajikistan,Thailand,2
Tajikistan,Kazakhstan,1
Tajikistan,Mozambique,1
Tajikistan,Georgia,1
Tajikistan,Central African Republic,1
Tajikistan,Ukraine,1
Tajikistan,Turkmenistan,1
Tajikistan,Tanzania,1
Tajikistan,Yemen,1
Bangladesh,Thailand,1
Bangladesh,Kazakhstan,1
Bangladesh,Mozambique,1
Bangladesh,Georgia,1
Bangladesh,Central African Republic,1
Bangladesh,Ukraine,1
Bangladesh,Turkmenistan,1
Bangladesh,Tanzania,1
Bangladesh,Yemen,1
Thailand,Kazakhstan,1
Thailand,Mozambique,1
Thailand,Georgia,1
Thailand,Central African Republic,1
Thailand,Ukraine,1
Thailand,Turkmenistan,1
Thailand,Tanzania,1
Thailand,Yemen,1
Kazakhstan,Mozambique,1
Kazakhstan,Georgia,1
Kazakhstan,Central African Republic,1
Kazakhstan,Ukraine,1
Kazakhstan,Turkmenistan,1
Kazakhstan,Tanzania,1
Kazakhstan,Yemen,1
Mozambique,Georgia,1
Mozambique,Central African Republic,1
Mozambique,Ukraine,1
Mozambique,Turkmenistan,1
Mozambique,Tanzania,1
Mozambique,Yemen,1
Georgia,Central African Republic,1
Georgia,Ukraine,1
Georgia,Turkmenistan,1
Georgia,Tanzania,1
Georgia,Yemen,1
Central African Republic,Ukraine,1
Central African Republic,Turkmenistan,1
Central African Republic,Tanzania,1
Central African Republic,Yemen,1
Ukraine,Turkmenistan,1
Ukraine,Tanzania,1
Ukraine,Yemen,1
Turkmenistan,Tanzania,1
Turkmenistan,Yemen,1
Tanzania,Yemen,1
United Kingdom,Chad,1
United Kingdom,Italy,5
United Kingdom,Norway,2
United Kingdom,Russia,2
United Kingdom,Canada,4
United Kingdom,Philippines,1
United Kingdom,Indonesia,1
United Kingdom,Austria,3
United Kingdom,Australia,3
United Kingdom,Sweden,2
United Kingdom,Finland,1
United Kingdom,Tajikistan,1
United Kingdom,Thailand,2
United Kingdom,Kuwait,2
United Kingdom,Kyrgyzstan,1
United Kingdom,Malaysia,1
United States,Chad,1
United States,Italy,5
United States,Norway,3
United States,Philippines,1
United States,Indonesia,1
United States,Austria,4
United States,Australia,3
United States,Sweden,2
United States,Finland,1
United States,Tajikistan,1
United States,Thailand,2
United States,Kuwait,2
United States,Kyrgyzstan,1
United States,Malaysia,1
Chad,Italy,1
Chad,Germany,1
Chad,Norway,1
Chad,Austria,1
Chad,Australia,1
Chad,Sweden,1
Chad,Belgium,1
Chad,Denmark,1
Chad,Finland,1
Chad,Kuwait,1
Chad,Kyrgyzstan,1
Chad,Malaysia,1
Italy,Norway,3
Italy,Russia,3
Italy,Canada,5
Italy,Philippines,1
Italy,Indonesia,1
Italy,Austria,4
Italy,Australia,3
Italy,Sweden,2
Italy,Denmark,2
Italy,Finland,1
Italy,Tajikistan,1
Italy,Thailand,2
Italy,Kuwait,2
Italy,Kyrgyzstan,1
Italy,Malaysia,1
France,Norway,3
France,Canada,5
France,Indonesia,1
France,Austria,4
France,Australia,3
France,Sweden,2
France,Finland,1
France,Tajikistan,1
France,Thailand,2
France,Kuwait,2
France,Kyrgyzstan,1
France,Malaysia,1
Germany,Norway,3
Germany,Russia,3
Germany,Canada,3
Germany,Philippines,1
Germany,Indonesia,1
Germany,Austria,3
Germany,Australia,2
Germany,Sweden,2
Germany,Finland,1
Germany,Tajikistan,1
Germany,Thailand,1
Germany,Kuwait,1
Germany,Kyrgyzstan,1
Germany,Malaysia,1
Norway,Russia,3
Norway,Canada,3
Norway,Philippines,1
Norway,Indonesia,1
Norway,Austria,3
Norway,Australia,2
Norway,Sweden,2
Norway,Belgium,1
Norway,Denmark,1
Norway,Finland,1
Norway,Tajikistan,1
Norway,Thailand,1
Norway,Kuwait,1
Norway,Kyrgyzstan,1
Norway,Malaysia,1
Russia,Austria,3
Russia,Australia,2
Russia,Sweden,2
Russia,Belgium,1
Russia,Denmark,1
Russia,Finland,1
Russia,Kuwait,1
Russia,Kyrgyzstan,1
Russia,Malaysia,1
Canada,Austria,4
Canada,Australia,3
Canada,Sweden,2
Canada,Belgium,3
Canada,Denmark,2
Canada,Finland,1
Canada,Kuwait,2
Canada,Kyrgyzstan,1
Canada,Malaysia,1
Philippines,Austria,1
Philippines,Australia,1
Philippines,Sweden,1
Philippines,Belgium,1
Philippines,Denmark,1
Philippines,Finland,1
Philippines,Kuwait,1
Philippines,Kyrgyzstan,1
Philippines,Malaysia,1
Indonesia,Austria,1
Indonesia,Australia,1
Indonesia,Sweden,1
Indonesia,Belgium,1
Indonesia,Denmark,1
Indonesia,Finland,1
Indonesia,Kuwait,1
Indonesia,Kyrgyzstan,1
Indonesia,Malaysia,1
Austria,Australia,3
Austria,Sweden,2
Austria,Belgium,2
Austria,Denmark,1
Austria,Finland,1
Austria,Tajikistan,1
Austria,Thailand,2
Austria,Kuwait,2
Austria,Kyrgyzstan,1
Austria,Malaysia,1
Australia,Sweden,2
Australia,Belgium,2
Australia,Denmark,1
Australia,Finland,1
Australia,Tajikistan,1
Australia,Thailand,2
Australia,Kuwait,2
Australia,Kyrgyzstan,1
Australia,Malaysia,1
Sweden,Belgium,1
Sweden,Denmark,1
Sweden,Finland,1
Sweden,Tajikistan,1
Sweden,Thailand,1
Sweden,Kuwait,1
Sweden,Kyrgyzstan,1
Sweden,Malaysia,1
Belgium,Finland,1
Belgium,Tajikistan,1
Belgium,Thailand,2
Belgium,Kuwait,2
Belgium,Kyrgyzstan,1
Belgium,Malaysia,1
Denmark,Finland,1
Denmark,Tajikistan,1
Denmark,Thailand,1
Denmark,Kuwait,1
Denmark,Kyrgyzstan,1
Denmark,Malaysia,1
Finland,Tajikistan,1
Finland,Thailand,1
Finland,Kuwait,1
Finland,Kyrgyzstan,1
Finland,Malaysia,1
Tajikistan,Kuwait,1
Tajikistan,Kyrgyzstan,1
Tajikistan,Malaysia,1
Thailand,Kuwait,2
Thailand,Kyrgyzstan,1
Thailand,Malaysia,1
Kuwait,Kyrgyzstan,1
Kuwait,Malaysia,1
Kyrgyzstan,Malaysia,1
United Kingdom,Guatemala,3
Guatemala,Ireland,1
Colombia,Portugal,1
Guatemala,Portugal,1
Colombia,United Kingdom,1
United Kingdom,Mexico,1
United Kingdom,Spain,3
United Kingdom,Argentina,2
United Kingdom,Brazil,2
United Kingdom,Czech Republic,1
United Kingdom,Slovak Republic,1
United Kingdom,Poland,1
Spain,United States,4
Spain,Argentina,3
Spain,Norway,2
Spain,Brazil,3
Spain,Russia,2
Spain,Canada,4
Spain,Austria,3
Spain,Australia,2
Spain,Sweden,1
Spain,Czech Republic,1
Spain,Slovak Republic,2
Spain,Poland,1
Spain,Portugal,2
United States,Argentina,3
United States,Brazil,3
United States,Czech Republic,1
United States,Slovak Republic,2
Italy,Argentina,3
Italy,Brazil,4
Italy,Czech Republic,1
Italy,Slovak Republic,2
Italy,Poland,1
Italy,Portugal,2
France,Argentina,3
France,Brazil,3
France,Czech Republic,1
France,Slovak Republic,2
France,Poland,1
Argentina,Germany,2
Argentina,Norway,2
Argentina,Austria,3
Argentina,Australia,2
Argentina,Sweden,1
Argentina,Netherlands,3
Argentina,Czech Republic,1
Argentina,Slovak Republic,2
Argentina,Poland,1
Argentina,Portugal,2
Germany,Brazil,3
Germany,Czech Republic,1
Germany,Slovak Republic,2
Germany,Poland,1
Norway,Brazil,2
Norway,Netherlands,2
Norway,Czech Republic,1
Norway,Slovak Republic,2
Norway,Poland,1
Norway,Portugal,1
Brazil,Austria,3
Brazil,Australia,2
Brazil,Sweden,1
Brazil,Netherlands,3
Brazil,Czech Republic,1
Brazil,Slovak Republic,2
Brazil,Poland,1
Brazil,Portugal,2
Russia,Netherlands,2
Russia,Czech Republic,1
Russia,Slovak Republic,2
Russia,Portugal,1
Canada,Netherlands,4
Canada,Czech Republic,1
Canada,Slovak Republic,2
Canada,Portugal,2
Austria,Netherlands,3
Austria,Czech Republic,1
Austria,Slovak Republic,2
Austria,Poland,1
Austria,Portugal,2
Australia,Netherlands,2
Australia,Czech Republic,1
Australia,Slovak Republic,1
Australia,Poland,1
Australia,Portugal,2
Sweden,Netherlands,1
Sweden,Czech Republic,1
Sweden,Slovak Republic,1
Sweden,Poland,1
Sweden,Portugal,1
Netherlands,Czech Republic,1
Netherlands,Slovak Republic,2
Netherlands,Poland,1
Czech Republic,Slovak Republic,1
Czech Republic,Poland,1
Czech Republic,Portugal,1
Slovak Republic,Poland,1
Slovak Republic,Portugal,1
Poland,Portugal,1
United Kingdom,Turkey,1
United Kingdom,Lebanon,2
United Kingdom,Iran,1
United Kingdom,Bulgaria,1
United Kingdom,Hungary,1
Spain,Guatemala,1
Spain,Turkey,1
Spain,Greece,3
Spain,Lebanon,2
Spain,Switzerland,2
Spain,Denmark,1
Spain,Iran,1
Spain,Bulgaria,1
Spain,Hungary,1
Guatemala,United States,1
Guatemala,Italy,2
Guatemala,France,1
Guatemala,Greece,1
Guatemala,Switzerland,1
Guatemala,Belgium,1
Guatemala,Netherlands,1
Guatemala,Denmark,1
Guatemala,Iran,2
Guatemala,Bulgaria,1
Guatemala,Hungary,1
United States,Turkey,1
United States,Lebanon,2
United States,Iran,1
United States,Bulgaria,1
United States,Hungary,1
Italy,Turkey,2
Italy,Greece,2
Italy,Lebanon,3
Italy,Switzerland,2
Italy,Iran,2
Italy,Bulgaria,1
Italy,Hungary,1
France,Turkey,1
France,Lebanon,2
France,Iran,1
France,Bulgaria,1
France,Hungary,1
Turkey,Greece,1
Turkey,Switzerland,1
Turkey,Belgium,1
Turkey,Netherlands,1
Turkey,Denmark,1
Turkey,Iran,2
Turkey,Bulgaria,1
Turkey,Hungary,1
Canada,Greece,2
Canada,Switzerland,2
Canada,Iran,1
Canada,Bulgaria,1
Canada,Hungary,1
Greece,Lebanon,2
Greece,Iran,1
Greece,Bulgaria,1
Greece,Hungary,1
Lebanon,Switzerland,2
Lebanon,Belgium,2
Lebanon,Netherlands,2
Lebanon,Denmark,1
Lebanon,Iran,2
Lebanon,Bulgaria,1
Lebanon,Hungary,1
Switzerland,Iran,1
Switzerland,Bulgaria,1
Switzerland,Hungary,1
Belgium,Iran,1
Belgium,Bulgaria,1
Belgium,Hungary,1
Netherlands,Iran,1
Netherlands,Bulgaria,1
Netherlands,Hungary,1
Denmark,Iran,1
Denmark,Bulgaria,1
Denmark,Hungary,1
Iran,Bulgaria,1
Iran,Hungary,1
Bulgaria,Hungary,1
Colombia,Spain,1
Colombia,United States,1
Colombia,Italy,2
Colombia,Germany,2
Colombia,Norway,1
Colombia,Austria,1
Colombia,Netherlands,1
Colombia,Slovak Republic,1
El Salvador,Spain,1
El Salvador,United States,1
El Salvador,Italy,2
El Salvador,France,1
El Salvador,Germany,2
El Salvador,Norway,1
El Salvador,Venezuela,2
El Salvador,Austria,1
El Salvador,Netherlands,1
El Salvador,Slovak Republic,1
Spain,Venezuela,1
Spain,India,1
Spain,South Africa,1
Spain,Zimbabwe,1
Spain,Jamaica,1
Spain,Bolivia,1
United States,India,1
United States,South Africa,2
United States,Jamaica,1
United States,Bolivia,1
Italy,Venezuela,2
Italy,India,1
Italy,South Africa,1
Italy,Zimbabwe,1
Italy,Jamaica,1
Italy,Bolivia,2
France,Venezuela,1
France,South Africa,2
France,Zimbabwe,1
France,Jamaica,1
France,Bolivia,1
Argentina,Venezuela,1
Germany,Venezuela,2
Germany,India,1
Germany,South Africa,1
Germany,Zimbabwe,1
Germany,Jamaica,1
Germany,Bolivia,2
Norway,Venezuela,1
Norway,India,1
Norway,South Africa,1
Norway,Zimbabwe,1
Norway,Jamaica,1
Norway,Bolivia,1
Venezuela,India,1
Venezuela,South Africa,1
Venezuela,Austria,1
Venezuela,Netherlands,1
Venezuela,Jamaica,1
Venezuela,Slovak Republic,1
Venezuela,Bolivia,2
Russia,Bolivia,1
India,Austria,1
India,Netherlands,1
India,Slovak Republic,1
India,Bolivia,1
South Africa,Austria,1
South Africa,Netherlands,1
South Africa,Slovak Republic,1
South Africa,Bolivia,1
Canada,Bolivia,1
Austria,Zimbabwe,1
Austria,Jamaica,1
Austria,Bolivia,1
Netherlands,Zimbabwe,1
Netherlands,Jamaica,1
Netherlands,Bolivia,1
Zimbabwe,Slovak Republic,1
Zimbabwe,Bolivia,1
Jamaica,Slovak Republic,1
Jamaica,Bolivia,1
Slovak Republic,Bolivia,1
United Kingdom,South Africa,1
United Kingdom,Sudan,1
United Kingdom,Israel,1
United Kingdom,Cambodia,1
United Kingdom,Cyprus,1
United Kingdom,Egypt,1
United Kingdom,Uruguay,1
United Kingdom,Brunei,1
United Kingdom,Jordan,1
Spain,Sudan,1
Spain,Israel,1
Spain,Cambodia,1
Spain,Thailand,1
Spain,Cyprus,1
Spain,Egypt,1
Spain,Uruguay,1
Spain,Kuwait,1
Spain,Brunei,1
Spain,Jordan,1
United States,Sudan,1
United States,Israel,1
United States,Cambodia,1
United States,Cyprus,1
United States,Egypt,1
United States,Uruguay,1
United States,Brunei,1
United States,Jordan,1
Italy,Sudan,1
Italy,Israel,1
Italy,Cambodia,1
Italy,Cyprus,1
Italy,Egypt,1
Italy,Uruguay,2
Italy,Brunei,1
Italy,Jordan,1
France,Israel,1
France,Cambodia,1
France,Cyprus,1
France,Egypt,1
France,Uruguay,1
France,Brunei,1
France,Jordan,1
Argentina,Greece,1
Argentina,Switzerland,1
Argentina,Belgium,1
Argentina,Cyprus,1
Argentina,Egypt,1
Argentina,Uruguay,1
Argentina,Kuwait,1
Argentina,Brunei,1
Argentina,Jordan,1
Brazil,Greece,1
Brazil,Switzerland,1
Brazil,Belgium,1
Brazil,Cyprus,1
Brazil,Egypt,1
Brazil,Uruguay,2
Brazil,Kuwait,1
Brazil,Brunei,1
Brazil,Jordan,1
Sudan,Greece,1
Sudan,Switzerland,1
Sudan,Austria,1
Sudan,Australia,1
Sudan,Belgium,1
Sudan,Netherlands,1
Sudan,Cyprus,1
Sudan,Portugal,1
Sudan,Egypt,1
Sudan,Uruguay,1
Sudan,Kuwait,1
Sudan,Brunei,1
Sudan,Jordan,1
Canada,Cyprus,1
Canada,Egypt,1
Canada,Uruguay,1
Canada,Brunei,1
Canada,Jordan,1
Greece,Israel,1
Greece,Austria,1
Greece,Australia,1
Greece,Cambodia,1
Greece,Thailand,1
Greece,Cyprus,1
Greece,Egypt,1
Greece,Uruguay,1
Greece,Kuwait,1
Greece,Brunei,1
Greece,Jordan,1
Lebanon,Austria,1
Lebanon,Australia,1
Lebanon,Cyprus,1
Lebanon,Portugal,1
Lebanon,Egypt,1
Lebanon,Uruguay,2
Lebanon,Kuwait,1
Lebanon,Brunei,1
Lebanon,Jordan,1
Israel,Switzerland,1
Israel,Austria,1
Israel,Australia,1
Israel,Belgium,1
Israel,Netherlands,1
Israel,Cyprus,1
Israel,Portugal,1
Israel,Egypt,1
Israel,Uruguay,1
Israel,Kuwait,1
Israel,Brunei,1
Israel,Jordan,1
Switzerland,Austria,1
Switzerland,Australia,1
Switzerland,Cambodia,1
Switzerland,Thailand,1
Switzerland,Cyprus,1
Switzerland,Egypt,1
Switzerland,Uruguay,1
Switzerland,Kuwait,1
Switzerland,Brunei,1
Switzerland,Jordan,1
Austria,Cambodia,1
Austria,Cyprus,1
Austria,Egypt,1
Austria,Uruguay,1
Austria,Brunei,1
Austria,Jordan,1
Australia,Cambodia,1
Australia,Cyprus,1
Australia,Egypt,1
Australia,Uruguay,1
Australia,Brunei,1
Australia,Jordan,1
Belgium,Cambodia,1
Belgium,Cyprus,1
Belgium,Egypt,1
Belgium,Uruguay,1
Belgium,Brunei,1
Belgium,Jordan,1
Netherlands,Cambodia,1
Netherlands,Thailand,1
Netherlands,Cyprus,1
Netherlands,Egypt,1
Netherlands,Uruguay,1
Netherlands,Kuwait,1
Netherlands,Brunei,1
Netherlands,Jordan,1
Cambodia,Cyprus,1
Cambodia,Portugal,1
Cambodia,Egypt,1
Cambodia,Uruguay,1
Cambodia,Kuwait,1
Cambodia,Brunei,1
Cambodia,Jordan,1
Thailand,Cyprus,1
Thailand,Portugal,1
Thailand,Egypt,1
Thailand,Uruguay,1
Thailand,Brunei,1
Thailand,Jordan,1
Cyprus,Portugal,1
Cyprus,Egypt,1
Cyprus,Uruguay,1
Cyprus,Kuwait,1
Cyprus,Brunei,1
Cyprus,Jordan,1
Portugal,Egypt,1
Portugal,Uruguay,1
Portugal,Kuwait,1
Portugal,Brunei,1
Portugal,Jordan,1
Egypt,Uruguay,1
Egypt,Kuwait,1
Egypt,Brunei,1
Egypt,Jordan,1
Uruguay,Kuwait,1
Uruguay,Brunei,1
Uruguay,Jordan,1
Kuwait,Brunei,1
Kuwait,Jordan,1
Brunei,Jordan,1
Colombia,Nepal,1
Colombia,Iran,1
Colombia,Japan,1
Colombia,Uruguay,1
Peru,Italy,1
Peru,Germany,1
Peru,Turkey,1
Peru,Nepal,1
Peru,Iran,1
Peru,Japan,1
Peru,Uruguay,1
Peru,Tanzania,1
El Salvador,Nepal,1
El Salvador,Iran,1
El Salvador,Japan,1
El Salvador,Uruguay,1
Guatemala,Germany,1
Guatemala,Venezuela,1
Guatemala,Nepal,1
Guatemala,Japan,1
Guatemala,Uruguay,1
Italy,Nepal,1
Italy,Japan,1
Italy,Tanzania,1
Germany,Turkey,1
Germany,Lebanon,1
Germany,Nepal,1
Germany,Iran,1
Germany,Japan,1
Germany,Uruguay,1
Germany,Tanzania,1
Venezuela,Turkey,1
Venezuela,Iran,1
Venezuela,Japan,1
Venezuela,Uruguay,1
Venezuela,Tanzania,1
Brazil,Nepal,1
Brazil,Iran,1
Brazil,Japan,1
Turkey,Nepal,1
Turkey,Bolivia,1
Turkey,Japan,1
Turkey,Uruguay,1
Lebanon,Nepal,1
Lebanon,Bolivia,1
Lebanon,Japan,1
Nepal,Iran,1
Nepal,Bolivia,1
Nepal,Japan,1
Nepal,Uruguay,1
Nepal,Tanzania,1
Iran,Bolivia,1
Iran,Japan,1
Iran,Uruguay,1
Iran,Tanzania,1
Bolivia,Japan,1
Bolivia,Uruguay,1
Bolivia,Tanzania,1
Japan,Uruguay,1
Japan,Tanzania,1
Uruguay,Tanzania,1
